"Orthogroup","query","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"OG0012488","gene_04554.t1",0,896,"COG0404@1|root,KOG2770@2759|Eukaryota,38BS6@33154|Opisthokonta,3NUHA@4751|Fungi,3QKSH@4890|Ascomycota,20F53@147545|Eurotiomycetes,3S71F@5042|Eurotiales","4751|Fungi","E","The glycine cleavage system catalyzes the degradation of glycine","GCV1","GO:0001505,GO:0003674,GO:0003824,GO:0004047,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005960,GO:0006082,GO:0006520,GO:0006544,GO:0006546,GO:0006730,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008483,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009987,GO:0016054,GO:0016740,GO:0016741,GO:0016769,GO:0017144,GO:0019464,GO:0019752,GO:0032259,GO:0032991,GO:0042133,GO:0042135,GO:0042737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902494,GO:1990204","2.1.2.10","ko:K00605","ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200","M00532","R01221,R02300,R04125","RC00022,RC00069,RC00183,RC02834","ko00000,ko00001,ko00002,ko01000","-","-","-","GCV_T,GCV_T_C"
"OG0012488","gene_04554.t1",0,1723,"2CXNI@1|root,2RYQD@2759|Eukaryota,3A277@33154|Opisthokonta,3P2ZB@4751|Fungi,3QU8M@4890|Ascomycota,20ET4@147545|Eurotiomycetes,3S2RT@5042|Eurotiales","4751|Fungi","K","anatomical structure formation involved in morphogenesis","vosA","GO:0000003,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009653,GO:0009987,GO:0016051,GO:0019954,GO:0030154,GO:0030435,GO:0030436,GO:0032502,GO:0034637,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043934,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044464,GO:0046351,GO:0048315,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0061794,GO:0071704,GO:1901576","-","-","-","-","-","-","-","-","-","-","Velvet"
"OG0012488","gene_04554.t1",3.72e-55,173,"KOG3477@1|root,KOG3477@2759|Eukaryota,3A8SG@33154|Opisthokonta,3P5KE@4751|Fungi,3QX8U@4890|Ascomycota,20IAS@147545|Eurotiomycetes,3S9NU@5042|Eurotiales","4751|Fungi","C","Cytochrome c oxidase assembly protein Cox19","COX19","GO:0003674,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0005829,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008535,GO:0009060,GO:0009987,GO:0015980,GO:0016043,GO:0017004,GO:0022607,GO:0030001,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0033108,GO:0033617,GO:0034622,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046872,GO:0046914,GO:0051179,GO:0051234,GO:0055114,GO:0065003,GO:0070013,GO:0071840","-","ko:K18183","ko04714,map04714","-","-","-","ko00000,ko00001,ko03029","-","-","-","CHCH"
"OG0012488","gene_04554.t1",0,947,"COG1676@1|root,KOG4685@2759|Eukaryota,39U47@33154|Opisthokonta,3NXNS@4751|Fungi,3QNGP@4890|Ascomycota,20B5V@147545|Eurotiomycetes,3S5JF@5042|Eurotiales","4751|Fungi","J","Constitutes one of the two catalytic subunit of the tRNA-splicing endonuclease complex, a complex responsible for identification and cleavage of the splice sites in pre-tRNA. It cleaves pre-tRNA at the 5'- and 3'-splice sites to release the intron. The products are an intron and two tRNA half-molecules bearing 2',3'-cyclic phosphate and 5'-OH termini. There are no conserved sequences at the splice sites, but the intron is invariably located at the same site in the gene, placing the splice sites an invariant distance from the constant structural features of the tRNA body","SEN2","GO:0000213,GO:0000214,GO:0000379,GO:0000394,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0004549,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0006139,GO:0006379,GO:0006388,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016071,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019867,GO:0031090,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0098588,GO:0098805,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1902555,GO:1905348","3.1.27.9","ko:K15322","-","-","-","-","ko00000,ko03016","-","-","-","tRNA_int_endo"
"OG0012489","gene_07180.t1",1.62e-176,495,"2D482@1|root,2SU86@2759|Eukaryota,3A79V@33154|Opisthokonta,3P5RG@4751|Fungi,3QXP1@4890|Ascomycota,20I9W@147545|Eurotiomycetes,3S9J7@5042|Eurotiales","4751|Fungi","K","B-zip transcription factor","-","-","-","-","-","-","-","-","-","-","-","-","DUF3425"
"OG0012489","gene_07180.t1",0,1258,"COG1796@1|root,KOG2534@2759|Eukaryota,39ENV@33154|Opisthokonta,3NX09@4751|Fungi,3QQH3@4890|Ascomycota,20D0J@147545|Eurotiomycetes,3S3JQ@5042|Eurotiales","4751|Fungi","L","DNA polymerase","-","GO:0000726,GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006303,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576","2.7.7.7","ko:K03512,ko:K10981","ko03410,ko03450,map03410,map03450","M00296","-","-","ko00000,ko00001,ko00002,ko01000,ko03400","-","-","-","BRCT,DNA_pol_B_palm,DNA_pol_B_thumb,DNA_pol_lambd_f,HHH_8"
"OG0012489","gene_07180.t1",2.51e-200,555,"COG1798@1|root,KOG3123@2759|Eukaryota,38H6T@33154|Opisthokonta,3NW84@4751|Fungi,3QKDA@4890|Ascomycota,20B81@147545|Eurotiomycetes,3S6YT@5042|Eurotiales","4751|Fungi","J","Diphthine synthase","DPH5","GO:0003674,GO:0003824,GO:0004164,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0006448,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009058,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0016740,GO:0016741,GO:0017182,GO:0017183,GO:0018193,GO:0018202,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0032259,GO:0032268,GO:0034248,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:1900247,GO:1901564,GO:2000112,GO:2000765","2.1.1.314","ko:K00586","-","-","R11165","RC00003,RC03382","ko00000,ko01000,ko03012","-","-","iMM904.YLR172C,iND750.YLR172C","TP_methylase"
"OG0012489","gene_07180.t1",2.95e-57,206,"2CDMB@1|root,2RP7J@2759|Eukaryota,38SXS@33154|Opisthokonta,3PUMV@4751|Fungi,3RDWM@4890|Ascomycota,20QAM@147545|Eurotiomycetes,3SBQE@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0012489","gene_07180.t1",0,922,"KOG3672@1|root,KOG3672@2759|Eukaryota,3A23B@33154|Opisthokonta,3NZYK@4751|Fungi,3RKVB@4890|Ascomycota,20C8H@147545|Eurotiomycetes,3S8BX@5042|Eurotiales","4751|Fungi","I","Belongs to the histidine acid phosphatase family","-","-","-","ko:K21403","-","-","-","-","ko00000,ko01000","-","-","-","His_Phos_2"
"OG0012489","gene_07180.t1",0,1036,"KOG4123@1|root,KOG4123@2759|Eukaryota,38GY4@33154|Opisthokonta,3NY93@4751|Fungi,3QMQH@4890|Ascomycota,20B3B@147545|Eurotiomycetes,3S67R@5042|Eurotiales","4751|Fungi","G","GPI anchor metabolic process","SMP3","GO:0000026,GO:0000030,GO:0003674,GO:0003824,GO:0004584,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006276,GO:0006464,GO:0006497,GO:0006505,GO:0006506,GO:0006629,GO:0006643,GO:0006644,GO:0006650,GO:0006661,GO:0006664,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009059,GO:0009247,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0019538,GO:0019637,GO:0030176,GO:0031224,GO:0031227,GO:0031984,GO:0034645,GO:0036211,GO:0042157,GO:0042158,GO:0042175,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046467,GO:0046474,GO:0046486,GO:0046488,GO:0070085,GO:0071704,GO:0090407,GO:0097502,GO:0098827,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1903509","-","ko:K08098","ko00563,map00563","-","R07129","-","ko00000,ko00001,ko01000,ko01003","-","GT22","-","Glyco_transf_22"
"OG0012507","gene_12740.t1",0,1358,"COG0790@1|root,KOG1550@2759|Eukaryota,38HUN@33154|Opisthokonta,3NVWT@4751|Fungi,3QN6F@4890|Ascomycota,20CT3@147545|Eurotiomycetes,3S2VS@5042|Eurotiales","4751|Fungi","MOT","Chitin synthase activator (Chs3)","-","GO:0000148,GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0000935,GO:0005575,GO:0005623,GO:0005886,GO:0006109,GO:0007049,GO:0008104,GO:0008150,GO:0009889,GO:0009987,GO:0010556,GO:0010675,GO:0010962,GO:0010981,GO:0016020,GO:0016043,GO:0019222,GO:0022402,GO:0022607,GO:0030428,GO:0031323,GO:0031326,GO:0032153,GO:0032155,GO:0032506,GO:0032881,GO:0032885,GO:0032950,GO:0032951,GO:0032991,GO:0032995,GO:0033036,GO:0034613,GO:0043255,GO:0044085,GO:0044087,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0051179,GO:0051286,GO:0051301,GO:0051641,GO:0060255,GO:0061640,GO:0065007,GO:0070727,GO:0071840,GO:0071944,GO:0080090,GO:0090093,GO:0090529,GO:0098796,GO:0098797,GO:1902410,GO:1902494,GO:1903047,GO:1903338,GO:1990234,GO:2000112","-","-","-","-","-","-","-","-","-","-","Sel1"
"OG0012507","gene_12740.t1",2.07e-167,472,"2BQDC@1|root,2S1U0@2759|Eukaryota,39ZWJ@33154|Opisthokonta,3P4UT@4751|Fungi,3QX6A@4890|Ascomycota,20ESZ@147545|Eurotiomycetes,3S8B4@5042|Eurotiales","4751|Fungi","-","-","-","-","-","ko:K16584","-","-","-","-","ko00000,ko03036","-","-","-","-"
"OG0012507","gene_12740.t1",0,1162,"KOG2575@1|root,KOG2575@2759|Eukaryota,38F87@33154|Opisthokonta,3NVFW@4751|Fungi,3QK3X@4890|Ascomycota,20FV5@147545|Eurotiomycetes,3S85B@5042|Eurotiales","4751|Fungi","EG","Belongs to the ALG6 ALG8 glucosyltransferase family","ALG6","GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006091,GO:0006464,GO:0006486,GO:0006487,GO:0006488,GO:0006490,GO:0006629,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009060,GO:0009100,GO:0009101,GO:0009987,GO:0012505,GO:0015980,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0018193,GO:0018196,GO:0018279,GO:0019538,GO:0031224,GO:0031984,GO:0034645,GO:0036211,GO:0042175,GO:0042281,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046527,GO:0055114,GO:0070085,GO:0071704,GO:0098827,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576","2.4.1.267","ko:K03848","ko00510,ko01100,map00510,map01100","M00055","R06262","-","ko00000,ko00001,ko00002,ko01000,ko01003","-","GT57","-","Alg6_Alg8"
"OG0012507","gene_12740.t1",4.94e-47,169,"KOG1633@1|root,KOG1633@2759|Eukaryota,3AT8A@33154|Opisthokonta,3PI1N@4751|Fungi,3R5R9@4890|Ascomycota,20QC5@147545|Eurotiomycetes,3SBYB@5042|Eurotiales","4751|Fungi","S","A domain family that is part of the cupin metalloenzyme superfamily.","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0012507","gene_12740.t1",6.49e-10,63.2,"2D20T@1|root,2SK14@2759|Eukaryota,39XC3@33154|Opisthokonta,3NYX8@4751|Fungi,3QQEM@4890|Ascomycota,20MWD@147545|Eurotiomycetes,3SCW1@5042|Eurotiales","4751|Fungi","S","Alpha/beta hydrolase family","-","-","-","-","-","-","-","-","-","-","-","-","Abhydrolase_1,Abhydrolase_6"
"OG0012507","gene_12915.t1",6.74e-38,136,"2CIX7@1|root,2S05V@2759|Eukaryota,3A4F1@33154|Opisthokonta,3P44R@4751|Fungi,3QW5R@4890|Ascomycota,20I3X@147545|Eurotiomycetes","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0012507","gene_12915.t1",2.27e-87,261,"COG0699@1|root,KOG0446@2759|Eukaryota,38GXG@33154|Opisthokonta,3NXGD@4751|Fungi,3QKAI@4890|Ascomycota","4751|Fungi","U","Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family","-","-","-","-","-","-","-","-","-","-","-","-","Dynamin_M,Dynamin_N,GED"
"OG0012507","gene_13154.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OG0012507","gene_13225.t1",6.22e-147,448,"KOG1075@1|root,KOG1075@2759|Eukaryota,39XVS@33154|Opisthokonta,3P0R9@4751|Fungi,3QK2F@4890|Ascomycota,20MIR@147545|Eurotiomycetes,3SA53@5042|Eurotiales","4751|Fungi","S","Encoded by","-","-","-","-","-","-","-","-","-","-","-","-","Exo_endo_phos_2,RVT_1,zf-CCHC"
"OG0012689","gene_02844.t1",1.32e-240,668,"2EC5I@1|root,2SI3B@2759|Eukaryota,39WRZ@33154|Opisthokonta,3P0QF@4751|Fungi,3QN7S@4890|Ascomycota,20EKJ@147545|Eurotiomycetes","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0012689","gene_02844.t1",4.97e-69,213,"KOG2240@1|root,KOG2240@2759|Eukaryota,38BQN@33154|Opisthokonta,3P2BQ@4751|Fungi,3QU44@4890|Ascomycota,20GQ6@147545|Eurotiomycetes,3S8PI@5042|Eurotiales","4751|Fungi","K","Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting. The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum. EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II","EGD1","GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005854,GO:0006457,GO:0006458,GO:0006605,GO:0006612,GO:0006613,GO:0006620,GO:0006810,GO:0006886,GO:0006914,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0015031,GO:0015833,GO:0016236,GO:0030014,GO:0030015,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0042788,GO:0042886,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0045047,GO:0045184,GO:0046907,GO:0051082,GO:0051083,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061919,GO:0070727,GO:0070972,GO:0071702,GO:0071705,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:1990904","-","ko:K01527","ko04214,map04214","-","-","-","ko00000,ko00001","-","-","-","NAC"
"OG0012689","gene_02844.t1",0,1010,"KOG0155@1|root,KOG0155@2759|Eukaryota,38B8V@33154|Opisthokonta,3NXVM@4751|Fungi,3QJHV@4890|Ascomycota,20BQA@147545|Eurotiomycetes,3S6KA@5042|Eurotiales","4751|Fungi","K","FF domain protein","-","GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0005685,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0030532,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0071004,GO:0071010,GO:0071704,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1990904","-","ko:K12824","ko03040,ko04212,map03040,map04212","-","-","-","ko00000,ko00001,ko03041","-","-","-","FF,WW"
"OG0012689","gene_02844.t1",1.99e-192,533,"COG0363@1|root,KOG3147@2759|Eukaryota,39U1J@33154|Opisthokonta,3NY1P@4751|Fungi,3QKGU@4890|Ascomycota,20BX8@147545|Eurotiomycetes,3S2VC@5042|Eurotiales","4751|Fungi","G","Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase","SOL1","GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006081,GO:0006098,GO:0006139,GO:0006403,GO:0006405,GO:0006409,GO:0006611,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0008104,GO:0008150,GO:0008152,GO:0009051,GO:0009117,GO:0009987,GO:0015031,GO:0015833,GO:0015931,GO:0016787,GO:0016788,GO:0017057,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0031503,GO:0033036,GO:0034613,GO:0034641,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046483,GO:0046496,GO:0046907,GO:0050657,GO:0050658,GO:0051031,GO:0051156,GO:0051168,GO:0051169,GO:0051179,GO:0051186,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0052689,GO:0055086,GO:0070727,GO:0071166,GO:0071426,GO:0071431,GO:0071702,GO:0071704,GO:0071705,GO:0072524,GO:0097064,GO:1901135,GO:1901360,GO:1901564","3.1.1.31","ko:K01057","ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200","M00004,M00006,M00008","R02035","RC00537","ko00000,ko00001,ko00002,ko01000","-","-","-","Glucosamine_iso"
"OG0012689","gene_02844.t1",0,868,"KOG0297@1|root,KOG0297@2759|Eukaryota,3A1SD@33154|Opisthokonta,3P2TJ@4751|Fungi,3QUHD@4890|Ascomycota,20AFX@147545|Eurotiomycetes,3S2N7@5042|Eurotiales","4751|Fungi","O","TRAF-like signal transducer","-","-","-","-","-","-","-","-","-","-","-","-","zf-C3HC4,zf-C3HC4_2,zf-C3HC4_3,zf-RING_UBOX,zf-TRAF"
"OG0012689","gene_02844.t1",0,1684,"2D9AF@1|root,2TDMC@2759|Eukaryota,3AR46@33154|Opisthokonta,3PFZ0@4751|Fungi,3R4NJ@4890|Ascomycota,20NRF@147545|Eurotiomycetes","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0012689","gene_02844.t1",3.8e-23,99.4,"2E07D@1|root,2S7NV@2759|Eukaryota,3A1W1@33154|Opisthokonta,3P3W8@4751|Fungi,3QVJ2@4890|Ascomycota,20GUD@147545|Eurotiomycetes,3S8Q3@5042|Eurotiales","4751|Fungi","S","AAA-ATPase Vps4-associated protein 1","-","-","-","-","-","-","-","-","-","-","-","-","Vfa1"
"OG0012694","gene_10936.t1",7.12e-229,631,"COG5539@1|root,KOG3288@2759|Eukaryota,38HA5@33154|Opisthokonta,3NWMT@4751|Fungi,3QP6B@4890|Ascomycota,20DUW@147545|Eurotiomycetes,3S2UY@5042|Eurotiales","4751|Fungi","OT","OTU-like cysteine protease","OTU1","GO:0003674,GO:0003824,GO:0004843,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006355,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006950,GO:0006986,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009889,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010498,GO:0010556,GO:0016579,GO:0016787,GO:0019219,GO:0019222,GO:0019538,GO:0019783,GO:0019941,GO:0023052,GO:0030163,GO:0030433,GO:0030968,GO:0031323,GO:0031326,GO:0033554,GO:0034620,GO:0034976,GO:0035966,GO:0035967,GO:0036211,GO:0036459,GO:0036503,GO:0042221,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051603,GO:0051716,GO:0060255,GO:0065007,GO:0070011,GO:0070646,GO:0070647,GO:0070887,GO:0071310,GO:0071704,GO:0080090,GO:0101005,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1903506,GO:2000112,GO:2001141","-","ko:K13719","ko04141,map04141","-","-","-","ko00000,ko00001,ko01000,ko01002","-","-","-","OTU"
"OG0012694","gene_10936.t1",0,1195,"COG0306@1|root,KOG2493@2759|Eukaryota,38HXZ@33154|Opisthokonta,3NUM9@4751|Fungi,3QN4C@4890|Ascomycota,20FY2@147545|Eurotiomycetes,3S3Y4@5042|Eurotiales","4751|Fungi","P","Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport","-","-","-","ko:K14640","-","-","-","-","ko00000,ko02000","2.A.20.2","-","-","PHO4"
"OG0012694","gene_10936.t1",9.91e-110,320,"2EWQ4@1|root,2SYGP@2759|Eukaryota,3A9XN@33154|Opisthokonta,3P6MY@4751|Fungi,3QYHT@4890|Ascomycota,20J2E@147545|Eurotiomycetes,3S9PV@5042|Eurotiales","4751|Fungi","S","Ribosomal protein S21","-","GO:0000313,GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005840,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0031974,GO:0032543,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0070013,GO:0070124,GO:0071704,GO:0098798,GO:0140053,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K17415","-","-","-","-","br01610,ko00000,ko03011","-","-","-","Ribosomal_S21"
"OG0012694","gene_10936.t1",1.42e-159,448,"2E0TM@1|root,2S87A@2759|Eukaryota,39XNA@33154|Opisthokonta,3P0XH@4751|Fungi,3QQQD@4890|Ascomycota,20D0A@147545|Eurotiomycetes,3S2V5@5042|Eurotiales","4751|Fungi","P","Eukaryotic cytochrome b561","-","-","-","-","-","-","-","-","-","-","-","-","Cytochrom_B561"
"OG0012694","gene_10936.t1",1.19e-130,370,"COG4297@1|root,2RXFP@2759|Eukaryota,3A0UW@33154|Opisthokonta,3P1ZP@4751|Fungi,3QU3E@4890|Ascomycota,20HER@147545|Eurotiomycetes,3S8ZW@5042|Eurotiales","4751|Fungi","S","Cupin","-","-","-","-","-","-","-","-","-","-","-","-","Cupin_1,Cupin_2"
"OG0012694","gene_10936.t1",3.29e-66,204,"COG5485@1|root,2SADW@2759|Eukaryota,3A2KM@33154|Opisthokonta,3P3HB@4751|Fungi,3QX5P@4890|Ascomycota,21EU5@147550|Sordariomycetes","4751|Fungi","S","SnoaL-like polyketide cyclase","-","-","-","-","-","-","-","-","-","-","-","-","SnoaL"
