Orthogroup,query,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,blast hits,best hit (e-value|query coverage|percent identity),interproscan result,found,fpkm
OG0013733,gene_00705.t1,0,2048,"28IZ1@1|root,2QRAT@2759|Eukaryota,39SY9@33154|Opisthokonta,3NX5S@4751|Fungi,3QKTP@4890|Ascomycota,20CPU@147545|Eurotiomycetes,3S70M@5042|Eurotiales",4751|Fungi,S,PH domain protein,-,"GO:0000003,GO:0003006,GO:0005575,GO:0005618,GO:0005619,GO:0005623,GO:0005628,GO:0005886,GO:0007049,GO:0008104,GO:0008150,GO:0009272,GO:0009277,GO:0009653,GO:0009987,GO:0010927,GO:0016020,GO:0016043,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0022607,GO:0030154,GO:0030312,GO:0030435,GO:0030437,GO:0030476,GO:0031160,GO:0031321,GO:0031505,GO:0032120,GO:0032502,GO:0032505,GO:0032989,GO:0033036,GO:0034293,GO:0034613,GO:0042244,GO:0042546,GO:0042763,GO:0042764,GO:0043934,GO:0043935,GO:0044085,GO:0044091,GO:0044464,GO:0044703,GO:0045229,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051179,GO:0051321,GO:0051641,GO:0051704,GO:0061024,GO:0070590,GO:0070591,GO:0070726,GO:0070727,GO:0071554,GO:0071555,GO:0071709,GO:0071840,GO:0071852,GO:0071940,GO:0071944,GO:0072657,GO:1902657,GO:1903046",-,-,-,-,-,-,-,-,-,-,"PH_4,Spo7_2_N",,,,,
OG0012819,gene_00901.t1,0,1487,"COG1752@1|root,KOG2214@2759|Eukaryota,38RHC@33154|Opisthokonta,3NVQ8@4751|Fungi,3QPMP@4890|Ascomycota,20CJ0@147545|Eurotiomycetes,3S7TP@5042|Eurotiales",4751|Fungi,I,Patatin-like phospholipase domain-containing protein,-,"GO:0003674,GO:0003824,GO:0004806,GO:0005575,GO:0005622,GO:0005623,GO:0005811,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006642,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0016298,GO:0016787,GO:0016788,GO:0042221,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044255,GO:0044424,GO:0044464,GO:0046486,GO:0050896,GO:0051716,GO:0052689,GO:0070887,GO:0071704,GO:0097237,GO:0098754,GO:1990748",-,-,-,-,-,-,-,-,-,-,"DUF3336,Patatin",,,,,
OG0011850,gene_01036.t1,0,3927,"KOG1822@1|root,KOG1822@2759|Eukaryota,38CYV@33154|Opisthokonta,3NU4V@4751|Fungi,3QPBK@4890|Ascomycota,20FQW@147545|Eurotiomycetes,3S6XD@5042|Eurotiales",4751|Fungi,S,HEAT repeat protein,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006810,GO:0006886,GO:0006897,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016192,GO:0016197,GO:0016482,GO:0030139,GO:0031410,GO:0031982,GO:0033036,GO:0034613,GO:0042147,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0097708,GO:0098657",-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0012258,gene_01046.t1,0,3495,"2CMIS@1|root,2QQFV@2759|Eukaryota,38C9R@33154|Opisthokonta,3NWX3@4751|Fungi,3QMY2@4890|Ascomycota,20E3H@147545|Eurotiomycetes,3S4TW@5042|Eurotiales",4751|Fungi,S,Nucleoporin,NUP188,"GO:0003674,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0006403,GO:0006405,GO:0006406,GO:0006606,GO:0006607,GO:0006611,GO:0006810,GO:0006886,GO:0006913,GO:0006950,GO:0006996,GO:0006997,GO:0006999,GO:0007346,GO:0008104,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010389,GO:0010467,GO:0010564,GO:0012505,GO:0015031,GO:0015833,GO:0015931,GO:0016020,GO:0016021,GO:0016043,GO:0017038,GO:0017056,GO:0031224,GO:0031503,GO:0031967,GO:0031975,GO:0031990,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034504,GO:0034605,GO:0034613,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044446,GO:0044464,GO:0044611,GO:0045184,GO:0046907,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0050896,GO:0051028,GO:0051168,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0051716,GO:0051726,GO:0065007,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:1901987,GO:1901990,GO:1902749",-,ko:K14311,"ko03013,map03013",M00427,-,-,"ko00000,ko00001,ko00002,ko03019",1.I.1,-,-,Nup188,,,,,
OG0015358,gene_01221.t1,0,1337,"COG5158@1|root,KOG1300@2759|Eukaryota,38G6Z@33154|Opisthokonta,3NVK8@4751|Fungi,3QM9I@4890|Ascomycota,20DHU@147545|Eurotiomycetes,3S5DP@5042|Eurotiales",4751|Fungi,U,Belongs to the STXBP unc-18 SEC1 family,sec1,"GO:0000149,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005628,GO:0005886,GO:0005933,GO:0005934,GO:0005935,GO:0006810,GO:0006887,GO:0006904,GO:0006906,GO:0006996,GO:0008150,GO:0009987,GO:0010638,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0022406,GO:0030427,GO:0031338,GO:0031340,GO:0032879,GO:0032940,GO:0033043,GO:0042763,GO:0042764,GO:0044464,GO:0046903,GO:0048278,GO:0048284,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0060627,GO:0061024,GO:0061025,GO:0065007,GO:0071840,GO:0071944,GO:0090174,GO:0140029,GO:0140056",-,ko:K15292,"ko04721,map04721",-,-,-,"ko00000,ko00001,ko04131,ko04147",-,-,-,Sec1,,,,,
OG0015505,gene_01233.t1,0,1786,"COG0169@1|root,KOG0692@2759|Eukaryota,39RNB@33154|Opisthokonta,3NYIY@4751|Fungi,3QMSJ@4890|Ascomycota,20DD2@147545|Eurotiomycetes,3S3WK@5042|Eurotiales",4751|Fungi,E,Quinate pathway repressor protein QutR,-,"GO:0000122,GO:0003674,GO:0003824,GO:0003866,GO:0006082,GO:0006355,GO:0006357,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009423,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016053,GO:0016054,GO:0016740,GO:0016765,GO:0019219,GO:0019222,GO:0019630,GO:0019631,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0045892,GO:0045934,GO:0046394,GO:0046395,GO:0046417,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0072329,GO:0080090,GO:1901360,GO:1901361,GO:1901575,GO:1901576,GO:1901615,GO:1901616,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,-,-,-,-,-,-,-,-,-,"DHquinase_I,SKI,Shikimate_DH,Shikimate_dh_N",,,,,
OG0014496,gene_01284.t1,0,4071,"KOG2301@1|root,KOG2301@2759|Eukaryota,38BYK@33154|Opisthokonta,3NUK8@4751|Fungi,3QMP9@4890|Ascomycota,20B8V@147545|Eurotiomycetes,3S5Q0@5042|Eurotiales",4751|Fungi,P,Calcium channel subunit Cch1,CCH1,"GO:0001508,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005245,GO:0005261,GO:0005262,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0007154,GO:0007165,GO:0007204,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015085,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0019722,GO:0019725,GO:0019932,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022843,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0030003,GO:0031224,GO:0031226,GO:0034220,GO:0035556,GO:0035585,GO:0042391,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051480,GO:0051641,GO:0051649,GO:0051716,GO:0051899,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060401,GO:0060402,GO:0065007,GO:0065008,GO:0070509,GO:0070588,GO:0070838,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0086010,GO:0097553,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098703,GO:0098739,GO:0098771,GO:0099587,GO:1902656",-,ko:K21864,-,-,-,-,"ko00000,ko02000","1.A.1.11.10,1.A.1.11.23",-,-,Ion_trans,,,,,
OG0014584,gene_01288.t1,0,2244,"COG5279@1|root,KOG4575@2759|Eukaryota,38C2T@33154|Opisthokonta,3NYBX@4751|Fungi,3QKJY@4890|Ascomycota,20C4U@147545|Eurotiomycetes,3S5EJ@5042|Eurotiales",4751|Fungi,D,SH3 domain protein (Cyk3),-,"GO:0000142,GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005826,GO:0005856,GO:0005933,GO:0005935,GO:0005938,GO:0007049,GO:0008150,GO:0009987,GO:0015629,GO:0016043,GO:0022402,GO:0022607,GO:0030234,GO:0030427,GO:0030863,GO:0030864,GO:0032153,GO:0032155,GO:0032506,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044464,GO:0044697,GO:0050790,GO:0051301,GO:0061640,GO:0065007,GO:0065009,GO:0070938,GO:0071840,GO:0071944,GO:0090529,GO:0098772,GO:0099568,GO:0110085,GO:0120105,GO:1902410,GO:1903047",-,-,-,-,-,-,-,-,-,-,"SH3_1,SH3_2,Transglut_core",,,,,
OG0015618,gene_01411.t1,0,2832,"COG1132@1|root,KOG0054@2759|Eukaryota,39WZM@33154|Opisthokonta,3P0CD@4751|Fungi,3QPIS@4890|Ascomycota,20C9I@147545|Eurotiomycetes,3S7HH@5042|Eurotiales",4751|Fungi,Q,multidrug,-,-,-,-,-,-,-,-,-,-,-,-,"ABC_membrane,ABC_tran",,,,,
OG0014633,gene_01669.t1,0,2670,"KOG1127@1|root,KOG1127@2759|Eukaryota,38B8M@33154|Opisthokonta,3NU3G@4751|Fungi,3QMFZ@4890|Ascomycota,20BQI@147545|Eurotiomycetes,3S2UD@5042|Eurotiales",4751|Fungi,A,Antiviral protein (Ski3),SKI3,"GO:0000184,GO:0000288,GO:0000291,GO:0000956,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0032991,GO:0034427,GO:0034641,GO:0034655,GO:0043170,GO:0043928,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0055087,GO:0060255,GO:0065007,GO:0070478,GO:0070481,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575",-,ko:K12600,"ko03018,map03018",M00392,-,-,"ko00000,ko00001,ko00002,ko03019",-,-,-,"TPR_16,TPR_19,TPR_2,TPR_6,TPR_7,TPR_8",,,,,
OG0013525,gene_01771.t1,0,1329,"2BRG9@1|root,2S1WJ@2759|Eukaryota,38GRD@33154|Opisthokonta,3NYUW@4751|Fungi,3QQD8@4890|Ascomycota,20E70@147545|Eurotiomycetes,3S3CB@5042|Eurotiales",4751|Fungi,S,Transcription factor TFIIIC complex subunit Tfc6,-,"GO:0000127,GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0005694,GO:0006139,GO:0006351,GO:0006352,GO:0006383,GO:0006384,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009303,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0018130,GO:0019438,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042791,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044798,GO:0046483,GO:0070013,GO:0071443,GO:0071704,GO:0090304,GO:0090576,GO:0097159,GO:0097659,GO:0098781,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1990837",-,ko:K15205,-,-,-,-,"ko00000,ko03021",-,-,-,-,,,,,
OG0013007,gene_01902.t1,0,2800,"COG1020@1|root,KOG1178@2759|Eukaryota,38FV5@33154|Opisthokonta,3NWTQ@4751|Fungi,3QKU2@4890|Ascomycota,20BEY@147545|Eurotiomycetes,3S7IB@5042|Eurotiales",4751|Fungi,Q,large subunit,LYS2,"GO:0003674,GO:0003824,GO:0004043,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0019878,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",1.2.1.95,ko:K00143,"ko00300,ko01100,ko01110,ko01130,ko01230,map00300,map01100,map01110,map01130,map01230",M00030,"R03098,R04390,R04863,R11679","RC00039,RC00043,RC00070,RC00080,RC00184,RC02816","ko00000,ko00001,ko00002,ko01000",-,-,"iMM904.YBR115C,iND750.YBR115C","AMP-binding,AMP-binding_C,Condensation,NAD_binding_4,PP-binding",,,,,
OG0015292,gene_01939.t1,0,3999,"COG5022@1|root,KOG0161@2759|Eukaryota,38CVC@33154|Opisthokonta,3NV0C@4751|Fungi,3QJSF@4890|Ascomycota,20BE6@147545|Eurotiomycetes,3S6K9@5042|Eurotiales",4751|Fungi,Z,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family,MYO1,"GO:0000131,GO:0000146,GO:0000166,GO:0000278,GO:0000281,GO:0000910,GO:0000912,GO:0000915,GO:0000916,GO:0000920,GO:0003674,GO:0003774,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005826,GO:0005856,GO:0005933,GO:0005935,GO:0005938,GO:0005940,GO:0006810,GO:0006928,GO:0006996,GO:0007010,GO:0007015,GO:0007017,GO:0007018,GO:0007049,GO:0007097,GO:0008144,GO:0008150,GO:0009987,GO:0010970,GO:0015629,GO:0016043,GO:0016459,GO:0016460,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022402,GO:0022607,GO:0030029,GO:0030036,GO:0030427,GO:0030473,GO:0030554,GO:0030705,GO:0030863,GO:0030864,GO:0030865,GO:0030866,GO:0030899,GO:0031032,GO:0031097,GO:0032153,GO:0032155,GO:0032156,GO:0032161,GO:0032506,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035639,GO:0036094,GO:0036213,GO:0036391,GO:0042623,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044464,GO:0044837,GO:0046907,GO:0051179,GO:0051234,GO:0051301,GO:0051640,GO:0051641,GO:0051647,GO:0051649,GO:0051656,GO:0061572,GO:0061640,GO:0070650,GO:0070938,GO:0071341,GO:0071520,GO:0071840,GO:0071944,GO:0072384,GO:0090426,GO:0090561,GO:0097159,GO:0097367,GO:0097435,GO:0099111,GO:0099568,GO:0099738,GO:0120104,GO:0120105,GO:0120106,GO:1901265,GO:1901363,GO:1902404,GO:1902407,GO:1902410,GO:1903047,GO:1903475,GO:1903478,GO:1903479,GO:2000689",-,ko:K10352,"ko04530,map04530",-,-,-,"ko00000,ko00001,ko04147,ko04812",-,-,-,"Myosin_N,Myosin_head,Myosin_tail_1",,,,,
OG0014979,gene_01970.t1,0,1038,"COG0468@1|root,KOG1564@2759|Eukaryota,38E66@33154|Opisthokonta,3NY37@4751|Fungi,3QRB4@4890|Ascomycota,20CPK@147545|Eurotiomycetes,3S7GU@5042|Eurotiales",4751|Fungi,L,DNA repair protein,rhp57,"GO:0000003,GO:0000150,GO:0000217,GO:0000280,GO:0000400,GO:0000707,GO:0000722,GO:0000723,GO:0000724,GO:0000725,GO:0000730,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005694,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006312,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007127,GO:0007131,GO:0008094,GO:0008150,GO:0008152,GO:0009314,GO:0009628,GO:0009987,GO:0010212,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0022414,GO:0022607,GO:0030491,GO:0032200,GO:0032991,GO:0033061,GO:0033062,GO:0033063,GO:0033170,GO:0033554,GO:0034622,GO:0034641,GO:0035825,GO:0035861,GO:0042148,GO:0042592,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044464,GO:0045003,GO:0046483,GO:0046982,GO:0046983,GO:0048285,GO:0050896,GO:0051276,GO:0051321,GO:0051716,GO:0060249,GO:0061982,GO:0065003,GO:0065004,GO:0065007,GO:0065008,GO:0071704,GO:0071824,GO:0071840,GO:0090304,GO:0090734,GO:0090735,GO:0097159,GO:0140013,GO:0140097,GO:1901360,GO:1901363,GO:1903046",-,"ko:K10880,ko:K10958","ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,Rad51,,,,,
OG0013690,gene_01983.t1,0,2672,"COG5141@1|root,KOG0954@2759|Eukaryota,KOG0958@2759|Eukaryota,38EFF@33154|Opisthokonta,3NVYP@4751|Fungi,3QPIN@4890|Ascomycota,20FQY@147545|Eurotiomycetes,3S33D@5042|Eurotiales",4751|Fungi,K,Jumonji family transcription factor,-,"GO:0000122,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001078,GO:0001227,GO:0001228,GO:0001300,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0006139,GO:0006325,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006464,GO:0006482,GO:0006725,GO:0006807,GO:0006950,GO:0006996,GO:0007568,GO:0007569,GO:0008150,GO:0008152,GO:0008214,GO:0009058,GO:0009059,GO:0009605,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010506,GO:0010507,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016043,GO:0016070,GO:0016491,GO:0016569,GO:0016570,GO:0016577,GO:0016705,GO:0016706,GO:0018130,GO:0019216,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019538,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031329,GO:0031330,GO:0031667,GO:0032451,GO:0032452,GO:0032454,GO:0032502,GO:0032774,GO:0032784,GO:0032786,GO:0032968,GO:0033169,GO:0034243,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0042594,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0046890,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051213,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051704,GO:0051864,GO:0055114,GO:0060255,GO:0060274,GO:0060275,GO:0065007,GO:0070076,GO:0070544,GO:0070988,GO:0071071,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140096,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1903725,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,"ko:K19798,ko:K19799","ko04213,map04213",-,-,-,"ko00000,ko00001,ko03000",-,-,-,"JmjC,JmjN,zf-HC5HC2H,zf-HC5HC2H_2",,,,,
OG0012940,gene_02167.t1,0,1667,"KOG0800@1|root,KOG0800@2759|Eukaryota,38D1W@33154|Opisthokonta,3NZJC@4751|Fungi,3QMI2@4890|Ascomycota,20EM5@147545|Eurotiomycetes,3S3UQ@5042|Eurotiales",4751|Fungi,O,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"PA,zf-RING_2",,,,,
OG0013749,gene_02179.t1,0,1076,"KOG2816@1|root,KOG2816@2759|Eukaryota,39V3Z@33154|Opisthokonta,3NYNP@4751|Fungi,3QRAD@4890|Ascomycota,20B6R@147545|Eurotiomycetes,3S797@5042|Eurotiales",4751|Fungi,S,Major Facilitator Superfamily,-,"GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031090,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0098588,GO:0098805,GO:0098852",-,-,-,-,-,-,-,-,-,-,MFS_1,,,,,
OG0015279,gene_02427.t1,0,1538,"COG5647@1|root,KOG2166@2759|Eukaryota,3ANJ6@33154|Opisthokonta,3NWUS@4751|Fungi,3QJQC@4890|Ascomycota,20FCI@147545|Eurotiomycetes,3S7DQ@5042|Eurotiales",4751|Fungi,D,Belongs to the cullin family,-,"GO:0000151,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016567,GO:0016740,GO:0019005,GO:0019538,GO:0019787,GO:0019899,GO:0019941,GO:0030163,GO:0031146,GO:0031461,GO:0031463,GO:0031625,GO:0032446,GO:0032991,GO:0036211,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0051603,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234",-,ko:K03869,"ko04120,ko04340,ko04341,map04120,map04340,map04341",M00384,-,-,"ko00000,ko00001,ko00002,ko03400,ko04121",-,-,-,"Cullin,Cullin_Nedd8",,,,,
OG0014968,gene_02507.t1,0,2074,"KOG4653@1|root,KOG4653@2759|Eukaryota,39VME@33154|Opisthokonta,3NUQA@4751|Fungi,3QN02@4890|Ascomycota,20CSC@147545|Eurotiomycetes,3S4GT@5042|Eurotiales",4751|Fungi,S,protein required for cell viability,-,"GO:0006606,GO:0006810,GO:0006886,GO:0006913,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0017038,GO:0033036,GO:0033365,GO:0034504,GO:0034613,GO:0042886,GO:0045184,GO:0046907,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0072594",-,-,-,-,-,-,-,-,-,-,"RTP1_C1,RTP1_C2",,,,,
OG0015274,gene_02529.t1,0,870,"KOG2919@1|root,KOG2919@2759|Eukaryota,38G95@33154|Opisthokonta,3NYGF@4751|Fungi,3QQ8C@4890|Ascomycota,20BV6@147545|Eurotiomycetes,3S68U@5042|Eurotiales",4751|Fungi,S,WD40 repeats,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005834,GO:0005886,GO:0008150,GO:0008277,GO:0009898,GO:0009966,GO:0009968,GO:0010646,GO:0010648,GO:0010969,GO:0016020,GO:0019897,GO:0019898,GO:0023051,GO:0023057,GO:0031137,GO:0031234,GO:0032991,GO:0043900,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045744,GO:0046999,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0060238,GO:0060240,GO:0065007,GO:0071944,GO:0090029,GO:0098552,GO:0098562,GO:0098796,GO:0098797,GO:1902494,GO:1905360,GO:2000241,GO:2000242",-,-,-,-,-,-,-,-,-,-,WD40,,,,,
